timezone,no_accents,macroregion,uf_code,nomes,idade,cidade,cpf,cnpj,isvalid_cpf,isvalid_cnpj
America/Rio_Branco,Acre,Norte,AC,Michael Johnston,69,ACRELÂNDIA,73645769595,9470342160007,True,True
America/Rio_Branco,Acre,Norte,AC,Jeff Moody,89,ACRELÂNDIA,16558881373,66908782671112,True,True
America/Rio_Branco,Acre,Norte,AC,Sarah Diaz,23,ACRELÂNDIA,91560235373,69131170939653,True,True
America/Rio_Branco,Acre,Norte,AC,Steven Clark,38,ACRELÂNDIA,18692288047,6874210403044,True,True
America/Rio_Branco,Acre,Norte,AC,Jeremy Patterson,31,ACRELÂNDIA,78423369382,16188610853098,True,True
America/Rio_Branco,Acre,Norte,AC,Jennifer Chavez,68,ACRELÂNDIA,83311911296,31768085653732,True,True
America/Rio_Branco,Acre,Norte,AC,Kelly Green,79,ACRELÂNDIA,15089633398,97571423078470,True,True
America/Rio_Branco,Acre,Norte,AC,James Daniels,37,ACRELÂNDIA,35717218290,98186454008773,True,True
America/Rio_Branco,Acre,Norte,AC,Crystal Suarez,19,ACRELÂNDIA,62733748211,41315772844349,True,True
America/Rio_Branco,Acre,Norte,AC,Christina Riley,47,ACRELÂNDIA,50829824197,75245375894464,True,True
America/Rio_Branco,Acre,Norte,AC,Collin Rodriguez,52,ACRELÂNDIA,56951893659,82015900656587,True,True
America/Rio_Branco,Acre,Norte,AC,Brandy Rodriguez,38,ACRELÂNDIA,20785878181,98544419823199,True,True
America/Rio_Branco,Acre,Norte,AC,Tammy Cole,23,ACRELÂNDIA,4937191217,98990166718120,True,True
America/Rio_Branco,Acre,Norte,AC,Brandi Vazquez,85,ACRELÂNDIA,70318907569,63004080801427,True,True
America/Rio_Branco,Acre,Norte,AC,Lisa Gibson,34,ACRELÂNDIA,71505156068,652734816511,True,True
America/Rio_Branco,Acre,Norte,AC,Christine Coleman,65,ACRELÂNDIA,55840569011,23831553312169,True,True
America/Rio_Branco,Acre,Norte,AC,Michele Hall,49,ACRELÂNDIA,33050532327,56436760398978,True,True
America/Rio_Branco,Acre,Norte,AC,Rachel Jackson,63,ACRELÂNDIA,71208752723,81995833787808,True,True
America/Rio_Branco,Acre,Norte,AC,Richard Yang,44,ACRELÂNDIA,86693865933,64092875512128,True,True
America/Rio_Branco,Acre,Norte,AC,Shawn Ramos,26,ACRELÂNDIA,6904709324,89644813959514,True,True
America/Rio_Branco,Acre,Norte,AC,Eric Harvey,37,ACRELÂNDIA,71227421567,78714018703810,True,True
America/Rio_Branco,Acre,Norte,AC,Taylor Wood,83,ACRELÂNDIA,33368309315,55799722846847,True,True
America/Rio_Branco,Acre,Norte,AC,Darrell Dawson,47,ACRELÂNDIA,22913866549,99435988989563,True,True
America/Rio_Branco,Acre,Norte,AC,Todd Mitchell,42,ACRELÂNDIA,76309031465,75192808213293,True,True
America/Rio_Branco,Acre,Norte,AC,Johnny Hunter,22,ACRELÂNDIA,77416059844,53387252851882,True,True
America/Rio_Branco,Acre,Norte,AC,Angelica Levine,47,ACRELÂNDIA,41455154717,36326897043242,True,True
America/Rio_Branco,Acre,Norte,AC,Vanessa Cook,34,ACRELÂNDIA,95384353970,7717195410979,True,True
America/Rio_Branco,Acre,Norte,AC,Robert Franklin,79,ACRELÂNDIA,7215830160,86808782115000,True,True
America/Rio_Branco,Acre,Norte,AC,Brian Chambers,27,ACRELÂNDIA,90798470208,58728467688312,True,True
America/Rio_Branco,Acre,Norte,AC,Julie Hoffman,60,ACRELÂNDIA,60262199947,91524656187218,True,True
America/Rio_Branco,Acre,Norte,AC,Kevin Mullen,21,ACRELÂNDIA,64277125786,14650166657973,True,True
America/Rio_Branco,Acre,Norte,AC,James Andrade,88,ACRELÂNDIA,19874494107,42319951818740,True,True
America/Rio_Branco,Acre,Norte,AC,Christina Klein,35,ACRELÂNDIA,11871764190,39680720340526,True,True
America/Rio_Branco,Acre,Norte,AC,Kenneth Lee,34,ACRELÂNDIA,846921707,74648612366967,True,True
America/Rio_Branco,Acre,Norte,AC,Ashley Wise,18,ACRELÂNDIA,76464716905,40245349330248,True,True
America/Rio_Branco,Acre,Norte,AC,Darlene Coleman,68,ACRELÂNDIA,41249921732,67924772057206,True,True
America/Rio_Branco,Acre,Norte,AC,Daniel Pineda,20,ACRELÂNDIA,416915558,64921579810886,True,True
America/Rio_Branco,Acre,Norte,AC,Nathan Carrillo,54,ACRELÂNDIA,32010546237,84399494146598,True,True
America/Rio_Branco,Acre,Norte,AC,Anthony Powers,53,ACRELÂNDIA,63758376939,93651509726631,True,True
America/Rio_Branco,Acre,Norte,AC,Adam Mcgrath,26,ACRELÂNDIA,8211548852,23180292519427,True,True
America/Rio_Branco,Acre,Norte,AC,Kimberly Scott,66,ACRELÂNDIA,18141225162,79728469982573,True,True
America/Rio_Branco,Acre,Norte,AC,April Kim,58,ACRELÂNDIA,19858475829,41501695501112,True,True
America/Rio_Branco,Acre,Norte,AC,John Hansen,69,ACRELÂNDIA,34873309387,70594323133365,True,True
America/Rio_Branco,Acre,Norte,AC,Jamie Castro,36,ACRELÂNDIA,42151029280,73904989163600,True,True
America/Rio_Branco,Acre,Norte,AC,William Sims,59,ACRELÂNDIA,62028988363,8157662896550,True,True
America/Rio_Branco,Acre,Norte,AC,Suzanne Smith,64,ACRELÂNDIA,64762386120,89392111886500,True,True
America/Rio_Branco,Acre,Norte,AC,Sandra Rogers,48,ACRELÂNDIA,41451012004,48190515706810,True,True
America/Rio_Branco,Acre,Norte,AC,Ryan Clark,39,ACRELÂNDIA,97889098332,41229168148301,True,True
America/Rio_Branco,Acre,Norte,AC,Jennifer Norris,37,ACRELÂNDIA,813680972,43287127582765,True,True
America/Rio_Branco,Acre,Norte,AC,Lisa Martin,62,ACRELÂNDIA,51303138107,82085332250888,True,True
America/Rio_Branco,Acre,Norte,AC,Steven Clark,46,ACRELÂNDIA,42635413592,75115192673843,True,True
America/Rio_Branco,Acre,Norte,AC,James Robinson,71,ACRELÂNDIA,7399799814,20387088716990,True,True
America/Rio_Branco,Acre,Norte,AC,Heather Peters,67,ACRELÂNDIA,90555847209,53188461339020,True,True
America/Rio_Branco,Acre,Norte,AC,Stephen Jacobs,63,ACRELÂNDIA,40612704785,18370406612917,True,True
America/Rio_Branco,Acre,Norte,AC,Michael Sandoval,85,ACRELÂNDIA,95264967369,19676920197606,True,True
America/Rio_Branco,Acre,Norte,AC,Kevin Harris,74,ACRELÂNDIA,2868778801,97208517417798,True,True
America/Rio_Branco,Acre,Norte,AC,Gregory Gibson,88,ACRELÂNDIA,69034336514,64116938440200,True,True
America/Rio_Branco,Acre,Norte,AC,Chelsea Stevenson,86,ACRELÂNDIA,43245201788,32363702283322,True,True
America/Rio_Branco,Acre,Norte,AC,Sydney Baird,45,ACRELÂNDIA,28360013136,81388147209670,True,True
America/Rio_Branco,Acre,Norte,AC,Patricia Lloyd,82,ACRELÂNDIA,90725455918,21420349368699,True,True
America/Rio_Branco,Acre,Norte,AC,Cynthia Guerrero,86,ACRELÂNDIA,40652524826,15966352308380,True,True
America/Rio_Branco,Acre,Norte,AC,Lisa Franklin,31,ACRELÂNDIA,5254577550,54276394680259,True,True
America/Rio_Branco,Acre,Norte,AC,Amy Poole,89,ACRELÂNDIA,22285060955,16492623246672,True,True
America/Rio_Branco,Acre,Norte,AC,Nicole Floyd,87,ACRELÂNDIA,26524199600,9725109366149,True,True
America/Rio_Branco,Acre,Norte,AC,Elizabeth Stein,87,ACRELÂNDIA,33614076059,87795298461981,True,True
America/Rio_Branco,Acre,Norte,AC,Jennifer Moore,74,ACRELÂNDIA,26504232423,52888367231598,True,True
America/Rio_Branco,Acre,Norte,AC,Christine Coleman,22,ACRELÂNDIA,16962454350,4310662678921,True,True
America/Rio_Branco,Acre,Norte,AC,Audrey Hughes,29,ACRELÂNDIA,96160557718,42776702730266,True,True
America/Rio_Branco,Acre,Norte,AC,Susan Gutierrez,25,ACRELÂNDIA,69836013350,22857549059533,True,True
America/Rio_Branco,Acre,Norte,AC,Deborah Hughes,68,ACRELÂNDIA,31129605728,72187389622308,True,True
America/Rio_Branco,Acre,Norte,AC,Hannah Foster,25,ACRELÂNDIA,6796809262,15190863199988,True,True
America/Rio_Branco,Acre,Norte,AC,Megan Collins,25,ACRELÂNDIA,35397903655,9163405900108,True,True
America/Rio_Branco,Acre,Norte,AC,Amanda Ruiz,26,ACRELÂNDIA,77016017168,63027303399703,True,True
America/Rio_Branco,Acre,Norte,AC,Jennifer Smith,26,ACRELÂNDIA,27888820760,15598875783974,True,True
America/Rio_Branco,Acre,Norte,AC,Kathleen Ramsey,66,ACRELÂNDIA,28731347045,63186730391156,True,True
America/Rio_Branco,Acre,Norte,AC,Robyn Kim,72,ACRELÂNDIA,75757843063,11857819006631,True,True
America/Rio_Branco,Acre,Norte,AC,Mary Holmes,18,ACRELÂNDIA,70345651715,77509757193345,True,True
America/Rio_Branco,Acre,Norte,AC,Melissa Weaver,62,ACRELÂNDIA,1188145835,6285773905523,True,True
America/Rio_Branco,Acre,Norte,AC,Sarah Walker,30,ACRELÂNDIA,34896526147,42717891178471,True,True
America/Rio_Branco,Acre,Norte,AC,Cathy Smith,27,ACRELÂNDIA,25991071306,5279134216894,True,True
America/Rio_Branco,Acre,Norte,AC,Emma Hill,43,ACRELÂNDIA,49084433190,6231863057000,True,True
America/Rio_Branco,Acre,Norte,AC,Kimberly Smith,55,ACRELÂNDIA,41249330610,9744865348133,True,True
America/Rio_Branco,Acre,Norte,AC,Lisa Martin,35,ACRELÂNDIA,65901840976,99003098718805,True,True
America/Rio_Branco,Acre,Norte,AC,Monica Smith,45,ACRELÂNDIA,59571684759,29408301795583,True,True
America/Rio_Branco,Acre,Norte,AC,Aimee Hernandez,65,ACRELÂNDIA,68390321165,25721030348386,True,True
America/Rio_Branco,Acre,Norte,AC,Stephanie Stevens,25,ACRELÂNDIA,12450208119,45668466111439,True,True
America/Rio_Branco,Acre,Norte,AC,Jean Santos,72,ACRELÂNDIA,7146633527,35477180140781,True,True
America/Rio_Branco,Acre,Norte,AC,Amber Scott,42,ACRELÂNDIA,1900050170,82077410926901,True,True
America/Rio_Branco,Acre,Norte,AC,Karen Reynolds,67,ACRELÂNDIA,57284564130,3541640703874,True,True
America/Rio_Branco,Acre,Norte,AC,Kathryn Matthews,70,ACRELÂNDIA,69105328640,99973503553622,True,True
America/Rio_Branco,Acre,Norte,AC,Lauren Wells,43,ACRELÂNDIA,85963337976,10712051264504,True,True
America/Rio_Branco,Acre,Norte,AC,Jamie Green,38,ACRELÂNDIA,46894054339,12237596451722,True,True
America/Rio_Branco,Acre,Norte,AC,Karen Jones,71,ACRELÂNDIA,2954686960,79906021882387,True,True
America/Rio_Branco,Acre,Norte,AC,Sarah Hicks,39,ACRELÂNDIA,2959589106,33422835536943,True,True
America/Rio_Branco,Acre,Norte,AC,Marissa Rose,47,ACRELÂNDIA,88637689604,93167126761331,True,True
America/Rio_Branco,Acre,Norte,AC,Jennifer Reynolds,54,ACRELÂNDIA,86949441118,94713447510869,True,True
America/Rio_Branco,Acre,Norte,AC,Angela Miller,31,ACRELÂNDIA,17013994740,88510644182775,True,True
America/Rio_Branco,Acre,Norte,AC,Kathleen Adkins,71,ACRELÂNDIA,37125020364,76515560259470,True,True
America/Rio_Branco,Acre,Norte,AC,Alyssa Phillips,78,ACRELÂNDIA,80442760760,55318715082053,True,True
America/Rio_Branco,Acre,Norte,AC,Elizabeth Maxwell,32,ACRELÂNDIA,98572814787,42722892993752,True,True
America/Rio_Branco,Acre,Norte,AC,Mary Reynolds,44,ACRELÂNDIA,37602355571,95513855148464,True,True
America/Rio_Branco,Acre,Norte,AC,Jacqueline Ochoa,90,ACRELÂNDIA,38677401865,78293938513271,True,True
America/Rio_Branco,Acre,Norte,AC,Tanya Cole,48,ACRELÂNDIA,65635077196,19435498503307,True,True
America/Rio_Branco,Acre,Norte,AC,Natasha Jones,36,ACRELÂNDIA,77741895729,91440902688384,True,True
America/Rio_Branco,Acre,Norte,AC,Kelly Hill,90,ACRELÂNDIA,77832654058,24301641631640,True,True
America/Rio_Branco,Acre,Norte,AC,Kimberly Foster,72,ACRELÂNDIA,43302729383,84687685241205,True,True
America/Rio_Branco,Acre,Norte,AC,Angelica Aguilar,20,ACRELÂNDIA,52686734086,6981722294553,True,True
America/Rio_Branco,Acre,Norte,AC,Margaret Romero,26,ACRELÂNDIA,25546970863,19393843732817,True,True
America/Rio_Branco,Acre,Norte,AC,Kelly Mills,39,ACRELÂNDIA,62357396059,45043188940803,True,True
America/Rio_Branco,Acre,Norte,AC,Lisa Vaughn,34,ACRELÂNDIA,40291681913,36106758772396,True,True
America/Rio_Branco,Acre,Norte,AC,Candice Gray,22,ACRELÂNDIA,75761382113,43552577968687,True,True
America/Rio_Branco,Acre,Norte,AC,Renee Roberts,90,ACRELÂNDIA,16835540869,33003703283833,True,True
America/Rio_Branco,Acre,Norte,AC,Deborah Spencer,88,ACRELÂNDIA,79561564599,11436010248052,True,True
America/Rio_Branco,Acre,Norte,AC,Susan Lopez,77,ACRELÂNDIA,99219298449,29235140333103,True,True
America/Rio_Branco,Acre,Norte,AC,Katherine Livingston,75,ACRELÂNDIA,29100717665,57301426798560,True,True
America/Rio_Branco,Acre,Norte,AC,Beth Hoffman,57,ACRELÂNDIA,51133239773,79153634046126,True,True
America/Rio_Branco,Acre,Norte,AC,Elizabeth Jimenez,80,ACRELÂNDIA,47499492567,99991596851473,True,True
America/Rio_Branco,Acre,Norte,AC,Jessica Garcia,26,ACRELÂNDIA,19986979080,69716438988822,True,True
America/Rio_Branco,Acre,Norte,AC,Michelle Wilson,77,ACRELÂNDIA,5298433235,5289371742724,True,True
America/Rio_Branco,Acre,Norte,AC,Brent Wilson,81,ACRELÂNDIA,80948489286,31006198228838,True,True
America/Rio_Branco,Acre,Norte,AC,Penny Owens,90,ACRELÂNDIA,87860398303,88212904471671,True,True
America/Rio_Branco,Acre,Norte,AC,Ann Hartman,88,ACRELÂNDIA,68497051483,66977816233603,True,True
America/Rio_Branco,Acre,Norte,AC,Timothy Nelson,64,ACRELÂNDIA,21803526203,48329447695877,True,True
America/Rio_Branco,Acre,Norte,AC,Jane Fry,52,ACRELÂNDIA,82057818187,54385912441014,True,True
America/Rio_Branco,Acre,Norte,AC,Joshua Lopez,83,ACRELÂNDIA,71528870719,1244516597876,True,True
America/Rio_Branco,Acre,Norte,AC,Brooke Martin,39,ACRELÂNDIA,79786336321,37582002562063,True,True
America/Rio_Branco,Acre,Norte,AC,Cory Jones,83,ACRELÂNDIA,2564272592,46265980803452,True,True
America/Rio_Branco,Acre,Norte,AC,Kevin Johnson,39,ACRELÂNDIA,36256878523,85570678433352,True,True
America/Rio_Branco,Acre,Norte,AC,Debra Lane,69,ACRELÂNDIA,33061934537,41694819460184,True,True
America/Rio_Branco,Acre,Norte,AC,April Castaneda,49,ACRELÂNDIA,28534305617,32879957164173,True,True
America/Rio_Branco,Acre,Norte,AC,Mitchell Greene,46,ACRELÂNDIA,67387239541,70281487541295,True,True
America/Rio_Branco,Acre,Norte,AC,Eric Montgomery,43,ACRELÂNDIA,33355793132,34626106750540,True,True
America/Rio_Branco,Acre,Norte,AC,Madeline Wells,42,ACRELÂNDIA,40706541006,55373060940195,True,True
America/Rio_Branco,Acre,Norte,AC,Jeremy Brown,87,ACRELÂNDIA,49699219700,51386606976897,True,True
America/Rio_Branco,Acre,Norte,AC,Steven Perez,45,ACRELÂNDIA,90030736781,96873209123567,True,True
America/Rio_Branco,Acre,Norte,AC,Dale Miller,64,ACRELÂNDIA,38846465164,9010774057102,True,True
America/Rio_Branco,Acre,Norte,AC,Christopher Sharp,41,ACRELÂNDIA,1182671918,45783652943813,True,True
America/Rio_Branco,Acre,Norte,AC,Susan Hall,82,ACRELÂNDIA,93810388807,88943482337630,True,True
America/Rio_Branco,Acre,Norte,AC,Rebecca Adams,87,ACRELÂNDIA,99622213669,96620268562284,True,True
America/Rio_Branco,Acre,Norte,AC,William Oliver,86,ACRELÂNDIA,2029935824,98988616047342,True,True
America/Rio_Branco,Acre,Norte,AC,Kimberly Martinez,28,ACRELÂNDIA,53788671777,64772790908779,True,True
America/Rio_Branco,Acre,Norte,AC,Steven Brown,32,ACRELÂNDIA,67612822920,30955995864894,True,True
America/Rio_Branco,Acre,Norte,AC,James Wilkins,87,ACRELÂNDIA,23942563703,91047171778300,True,True
America/Rio_Branco,Acre,Norte,AC,Jennifer Ellis,62,ACRELÂNDIA,4799689851,39005469969265,True,True
America/Rio_Branco,Acre,Norte,AC,Katelyn Brooks,71,ACRELÂNDIA,59780176209,56239386984488,True,True
America/Rio_Branco,Acre,Norte,AC,Alec Scott,69,ACRELÂNDIA,68087725506,33417989636224,True,True
America/Rio_Branco,Acre,Norte,AC,Crystal Bates,47,ACRELÂNDIA,10186982640,2325856926030,True,True
America/Rio_Branco,Acre,Norte,AC,Brandon Taylor,47,ACRELÂNDIA,15663227318,52025030485575,True,True
America/Rio_Branco,Acre,Norte,AC,Joshua Perez,61,ACRELÂNDIA,90832542911,78640773398140,True,True
America/Rio_Branco,Acre,Norte,AC,Richard Hall,53,ACRELÂNDIA,6149105601,42340153197320,True,True
America/Rio_Branco,Acre,Norte,AC,Russell Harvey,38,ACRELÂNDIA,57659218689,40410017923922,True,True
America/Rio_Branco,Acre,Norte,AC,Lauren Moran,83,ACRELÂNDIA,3384253060,5559174128680,True,True
America/Rio_Branco,Acre,Norte,AC,Sharon Russell,59,ACRELÂNDIA,46292291405,59787456921500,True,True
America/Rio_Branco,Acre,Norte,AC,Sandra Tran,24,ACRELÂNDIA,25481733218,40631221219966,True,True
America/Rio_Branco,Acre,Norte,AC,Edwin Salazar,53,ACRELÂNDIA,4736890304,45559852446834,True,True
America/Rio_Branco,Acre,Norte,AC,Matthew Stafford,68,ACRELÂNDIA,58285258327,34899887058464,True,True
America/Rio_Branco,Acre,Norte,AC,Joshua Scott,45,ACRELÂNDIA,48541170608,610204049828,True,True
America/Rio_Branco,Acre,Norte,AC,Latoya Garcia,58,ACRELÂNDIA,21179759419,76236133835705,True,True
America/Rio_Branco,Acre,Norte,AC,Erica Jenkins,54,ACRELÂNDIA,72317936222,97488263854416,True,True
America/Rio_Branco,Acre,Norte,AC,Nicole Smith,79,ACRELÂNDIA,74772721576,97363733726174,True,True
America/Rio_Branco,Acre,Norte,AC,Paul Schwartz,75,ACRELÂNDIA,87141012621,83527588538457,True,True
America/Rio_Branco,Acre,Norte,AC,Heather Snyder,80,ACRELÂNDIA,89534461989,84740072142890,True,True
America/Rio_Branco,Acre,Norte,AC,David Smith,56,ACRELÂNDIA,96138952723,58829498418737,True,True
America/Rio_Branco,Acre,Norte,AC,Tyler Ryan,51,ACRELÂNDIA,18484121933,53537725164107,True,True
America/Rio_Branco,Acre,Norte,AC,Ellen Sanchez,84,ACRELÂNDIA,99203952004,34836891617806,True,True
America/Rio_Branco,Acre,Norte,AC,Brian Bryant,51,ACRELÂNDIA,98910602252,86892044419041,True,True
America/Rio_Branco,Acre,Norte,AC,Breanna Gilmore,88,ACRELÂNDIA,83724877404,61090634011888,True,True
America/Rio_Branco,Acre,Norte,AC,Gina Mccann,23,ACRELÂNDIA,93320734903,33272221326529,True,True
America/Rio_Branco,Acre,Norte,AC,Megan Moore,36,ACRELÂNDIA,91169717527,86042672886914,True,True
America/Rio_Branco,Acre,Norte,AC,Tiffany Adams,66,ACRELÂNDIA,87772211090,78373002626020,True,True
America/Rio_Branco,Acre,Norte,AC,Hailey French,65,ACRELÂNDIA,22668053048,73617822592771,True,True
America/Rio_Branco,Acre,Norte,AC,Dan Harris,24,ACRELÂNDIA,99913780497,64968515573448,True,True
America/Rio_Branco,Acre,Norte,AC,Ashley Gonzales,27,ACRELÂNDIA,86884518936,78954656981530,True,True
America/Rio_Branco,Acre,Norte,AC,Alexander Watts,30,ACRELÂNDIA,50984201130,93216424978780,True,True
